,7_TCGA_hg19,10_TCGA_hg19,EGFR_hg19,7_TCGA_hg38,10_TCGA_hg38,EGFR_hg38,7_UCSC_hg19,10_UCSC_hg19,EGFR_ucsc
TCGA-27-1830,0.9982668977469671,-1.0,1.0,0.9976617303195635,-1.0,1.0,0.9991416309012876,-1.0,1.0
TCGA-27-1831,0.9991334488734835,-0.805702217529039,2.0,0.9992205767731879,-0.8094795539033457,2.0,0.9991416309012876,-0.8196555217831814,1.0
TCGA-27-1832,0.8752166377816292,-0.9989440337909187,2.0,0.8667186282151208,-0.9990706319702602,2.0,0.8772532188841202,-1.0,2.0
TCGA-27-1833,0.9956672443674177,-1.0,2.0,0.995323460639127,-1.0,2.0,0.9948497854077253,-1.0,2.0
TCGA-27-1834,0.9982668977469671,-0.9989440337909187,1.0,1.0,-1.0,1.0,1.0,-1.0,1.0
TCGA-27-1835,1.0,-0.9989440337909187,1.0,1.0,-0.9953531598513011,1.0,0.9991416309012876,-1.0,1.0
TCGA-27-1836,0.0415944540727903,-0.8637803590285111,2.0,0.05144193296960249,-0.862453531598513,2.0,0.030042918454935622,-0.8591691995947315,2.0
TCGA-27-1837,0.7062391681109186,-0.9989440337909187,2.0,0.6975837879968823,-0.9953531598513011,2.0,0.7021459227467811,-1.0,2.0
TCGA-27-1838,1.0,-0.7740232312565998,2.0,1.0,-0.7462825278810409,2.0,0.9991416309012876,-0.7416413373860182,2.0
TCGA-27-2518,0.9991334488734835,-0.9978880675818373,2.0,0.9992205767731879,-1.0,2.0,0.9991416309012876,-1.0,2.0
TCGA-27-2519,0.9982668977469671,-1.0,1.0,0.9984411535463756,-1.0,1.0,0.9982832618025751,-1.0,1.0
TCGA-27-2521,0.6256499133448874,-0.6832101372756072,1.0,0.6858924395946999,-0.6607806691449815,1.0,0.6291845493562231,-0.9321175278622087,0.0
TCGA-27-2523,0.9072790294627383,-0.7096092925026399,2.0,0.9041309431021044,-0.6933085501858736,2.0,0.9133047210300429,-0.6899696048632219,2.0
TCGA-27-2524,0.9974003466204506,-1.0,1.0,1.0,-1.0,1.0,0.9991416309012876,-1.0,1.0
TCGA-27-2526,0.9982668977469671,-0.805702217529039,2.0,1.0,-0.7964684014869888,2.0,0.9991416309012876,-0.7872340425531915,2.0
TCGA-27-2527,0.4003466204506066,-0.9947201689545935,1.0,0.4060795011691348,-0.9879182156133829,1.0,0.38540772532188844,-1.0,1.0
TCGA-27-2528,0.3466204506065858,-1.0,2.0,0.34918160561184725,-1.0,2.0,0.3055793991416309,-1.0,2.0
TCGA-28-1747,0.7001733102253033,-1.0,2.0,0.6983632112236945,-0.9990706319702602,2.0,0.7021459227467811,-1.0,2.0
TCGA-28-1753,0.9965337954939342,-0.9957761351636748,2.0,0.995323460639127,-1.0,2.0,0.9931330472103004,-1.0,2.0
TCGA-28-2501,0.7140381282495667,-1.0,2.0,0.6819953234606392,-1.0,2.0,0.6669527896995708,-1.0,2.0
TCGA-28-2502,0.9982668977469671,-0.9989440337909187,1.0,0.9992205767731879,-0.9962825278810409,1.0,0.9982832618025751,-1.0,1.0
TCGA-28-2509,1.0,-1.0,1.0,1.0,-0.9962825278810409,1.0,0.9991416309012876,-1.0,1.0
TCGA-28-2510,0.9982668977469671,-0.9915522703273495,1.0,0.9984411535463756,-0.9990706319702602,1.0,0.9991416309012876,-1.0,1.0
TCGA-28-2513,0.9878682842287695,-0.9978880675818373,2.0,0.9898674980514419,-0.9972118959107806,2.0,0.9991416309012876,-1.0,2.0
TCGA-28-2514,0.03986135181975736,-0.9989440337909187,2.0,0.03117692907248636,-0.9990706319702602,2.0,0.0240343347639485,-1.0,2.0
TCGA-28-5204,1.0,-0.9693769799366421,2.0,1.0,-0.9656133828996283,2.0,0.9991416309012876,-0.9726443768996961,2.0
TCGA-28-5207,0.9982668977469671,-0.9947201689545935,1.0,0.9992205767731879,-0.9944237918215614,2.0,0.9991416309012876,-0.993920972644377,1.0
TCGA-28-5208,0.3396880415944541,-1.0,2.0,0.33359314107560406,-1.0,2.0,0.3244635193133047,-1.0,1.0
TCGA-28-5209,0.9930675909878682,-0.9957761351636748,2.0,1.0,-0.9981412639405205,2.0,0.9957081545064378,-0.9969604863221885,2.0
TCGA-28-5211,0.9965337954939342,-0.9746568109820486,2.0,0.9976617303195635,-0.974907063197026,2.0,0.9991416309012876,-0.9756838905775076,2.0
TCGA-28-5213,1.0,-0.9989440337909187,1.0,0.9992205767731879,-1.0,1.0,0.9991416309012876,-1.0,1.0
TCGA-28-5214,0.9991334488734835,-1.0,2.0,0.9992205767731879,-1.0,2.0,0.9991416309012876,-1.0,2.0
TCGA-28-5215,0.9688041594454073,-1.0,1.0,0.9477786438035853,-1.0,1.0,1.0,-1.0,1.0
TCGA-28-5216,0.012998266897746967,-1.0,0.0,0.020265003897116135,-1.0,0.0,0.01630901287553648,-1.0,0.0
TCGA-28-5218,1.0,0.0,1.0,1.0,-0.0037174721189591076,1.0,0.9991416309012876,0.0,1.0
TCGA-28-5219,1.0,-1.0,2.0,1.0,-1.0,1.0,1.0,-1.0,1.0
TCGA-28-5220,0.8206239168110918,-1.0,1.0,0.8293063133281372,-1.0,2.0,0.8326180257510729,-1.0,1.0
TCGA-28-6450,0.9930675909878682,-1.0,2.0,0.9883086515978177,-1.0,2.0,0.9965665236051502,-1.0,2.0
TCGA-32-1970,0.9982668977469671,-0.9989440337909187,2.0,1.0,-0.9944237918215614,2.0,0.9991416309012876,-1.0,1.0
TCGA-32-1977,0.4393414211438475,-0.9989440337909187,2.0,0.4419329696024942,-0.9990706319702602,2.0,0.42660944206008583,-1.0,2.0
TCGA-32-1979,0.925476603119584,-1.0,2.0,0.926734216679657,-0.9990706319702602,2.0,0.9330472103004291,-0.9989868287740629,2.0
TCGA-32-1980,0.9826689774696707,-0.989440337909187,1.0,0.9867498051441933,-0.9944237918215614,1.0,0.9991416309012876,-1.0,1.0
TCGA-32-1982,0.9991334488734835,-0.9904963041182682,2.0,0.9984411535463756,-0.9907063197026023,2.0,0.9991416309012876,-0.9898682877406282,2.0
TCGA-32-1986,0.9800693240901213,-0.9640971488912354,1.0,0.9812938425565082,-0.9637546468401487,1.0,0.9648068669527897,-0.9746707193515705,1.0
TCGA-32-1991,0.6984402079722704,-0.6832101372756072,2.0,0.6968043647700701,-0.6496282527881041,2.0,0.6935622317596567,-0.6433637284701115,2.0
TCGA-32-2491,0.9982668977469671,-1.0,1.0,0.9984411535463756,-1.0,1.0,0.9991416309012876,-1.0,1.0
TCGA-32-2494,0.9956672443674177,-1.0,2.0,0.9984411535463756,-1.0,2.0,0.9991416309012876,-1.0,2.0
TCGA-32-2495,0.6915077989601387,-0.996832101372756,2.0,0.6882307092751364,-0.9944237918215614,2.0,0.696137339055794,-1.0,2.0
TCGA-32-2615,0.6767764298093587,-1.0,2.0,0.5572876071706937,-1.0,2.0,0.3407725321888412,-1.0,2.0
TCGA-32-2616,0.9991334488734835,-0.008447729672650475,1.0,0.9992205767731879,-0.007434944237918215,1.0,0.9991416309012876,0.0,1.0
TCGA-32-2632,1.0,-0.6779303062302007,2.0,1.0,-0.6682156133828996,2.0,1.0,-0.6666666666666666,2.0
TCGA-32-2634,0.0025996533795493936,-0.9904963041182682,0.0,0.002338269680436477,-0.9823420074349443,0.0,0.0,-1.0,0.0
TCGA-32-2638,0.9991334488734835,-0.9989440337909187,2.0,0.995323460639127,-0.9990706319702602,2.0,0.9991416309012876,-1.0,2.0
TCGA-32-4208,0.0034662045060658577,-0.6610348468848997,0.0,0.043647700701480906,-0.6403345724907064,0.0,0.0,-0.624113475177305,0.0
TCGA-32-4210,1.0,-0.9989440337909187,1.0,1.0,-0.9990706319702602,1.0,0.9991416309012876,-1.0,1.0
TCGA-32-4211,0.9982668977469671,-0.996832101372756,1.0,1.0,-0.9944237918215614,1.0,0.9991416309012876,-1.0,1.0
TCGA-32-4213,0.02079722703639515,-1.0,2.0,0.025720966484801246,-1.0,2.0,0.014592274678111588,-1.0,2.0
TCGA-32-4719,0.01993067590987868,-0.9989440337909187,2.0,0.029618082618862042,-0.9962825278810409,2.0,0.004291845493562232,-1.0,2.0
TCGA-32-5222,1.0,-1.0,1.0,1.0,-1.0,2.0,0.9991416309012876,-1.0,1.0
TCGA-41-2571,0.9948006932409013,-1.0,2.0,1.0,-1.0,2.0,0.9991416309012876,-1.0,1.0
TCGA-41-2572,0.9982668977469671,-1.0,2.0,0.9992205767731879,-1.0,2.0,0.9991416309012876,-1.0,2.0
TCGA-41-2573,0.9982668977469671,-1.0,1.0,1.0,-1.0,1.0,1.0,-1.0,1.0
TCGA-41-2575,0.9844020797227037,-1.0,2.0,0.995323460639127,-1.0,2.0,0.9991416309012876,-1.0,2.0
TCGA-41-3392,1.0,-0.9957761351636748,2.0,1.0,-0.9972118959107806,2.0,0.9991416309012876,-1.0,2.0
TCGA-41-3393,1.0,-1.0,2.0,1.0,-1.0,2.0,0.9991416309012876,-1.0,2.0
TCGA-41-3915,0.9913344887348353,-1.0,1.0,0.9914263445050663,-1.0,1.0,0.9982832618025751,-1.0,1.0
TCGA-41-4097,0.0034662045060658577,-0.9926082365364308,0.0,0.007014809041309431,-0.9944237918215614,0.0,0.0008583690987124463,-1.0,0.0
TCGA-41-5651,0.9982668977469671,-0.856388595564942,1.0,0.9992205767731879,-0.8317843866171004,1.0,0.9991416309012876,-0.8308004052684904,1.0
TCGA-41-6646,0.9991334488734835,-0.9915522703273495,1.0,0.9992205767731879,-0.9925650557620818,1.0,0.9991416309012876,-1.0,1.0
TCGA-4W-AA9R,0.9965337954939342,-1.0,1.0,0.9984411535463756,-1.0,1.0,0.9991416309012876,-1.0,1.0
TCGA-4W-AA9S,0.9939341421143848,-1.0,1.0,0.9976617303195635,-0.9934944237918215,1.0,0.9982832618025751,-1.0,1.0
TCGA-4W-AA9T,0.9930675909878682,-0.996832101372756,2.0,0.9929851909586905,-0.9981412639405205,2.0,0.9991416309012876,-1.0,2.0
TCGA-74-6573,1.0,-1.0,2.0,1.0,-1.0,2.0,0.9991416309012876,-1.0,2.0
TCGA-74-6575,0.9454072790294628,-1.0,1.0,0.9438815276695246,-1.0,1.0,0.9493562231759657,-1.0,1.0
TCGA-74-6577,1.0,-1.0,1.0,1.0,-1.0,1.0,0.9991416309012876,-1.0,1.0
TCGA-74-6578,0.9965337954939342,-1.0,1.0,0.9898674980514419,-1.0,1.0,0.9991416309012876,-1.0,1.0
TCGA-74-6581,0.9982668977469671,-0.9915522703273495,2.0,0.9984411535463756,-0.9925650557620818,2.0,0.9991416309012876,-0.9908814589665653,2.0
TCGA-74-6584,0.9948006932409013,-1.0,2.0,1.0,-1.0,2.0,0.9991416309012876,-1.0,2.0
TCGA-76-4925,0.9939341421143848,-0.9957761351636748,1.0,0.9992205767731879,-0.9972118959107806,1.0,0.9991416309012876,-0.9969604863221885,1.0
TCGA-76-4926,0.9766031195840554,-1.0,2.0,0.9922057677318784,-1.0,2.0,0.9819742489270387,-1.0,2.0
TCGA-76-4928,0.9913344887348353,-0.9788806758183738,1.0,0.9961028838659393,-0.9860594795539034,1.0,0.9991416309012876,-1.0,1.0
TCGA-76-4929,0.9991334488734835,-1.0,1.0,0.9992205767731879,-1.0,1.0,0.9991416309012876,-1.0,1.0
TCGA-76-4931,0.9982668977469671,-0.9989440337909187,2.0,0.9992205767731879,-0.9990706319702602,2.0,0.9991416309012876,-1.0,2.0
TCGA-76-4934,0.9965337954939342,-1.0,1.0,0.995323460639127,-0.9981412639405205,1.0,0.9965665236051502,-1.0,1.0
TCGA-76-4935,1.0,-1.0,1.0,1.0,-1.0,1.0,0.9991416309012876,-1.0,1.0
TCGA-76-6191,0.9696707105719238,-1.0,1.0,0.9719407638347622,-1.0,1.0,0.9716738197424892,-1.0,1.0
TCGA-76-6192,0.9783362218370883,-1.0,1.0,0.9750584567420109,-1.0,1.0,0.9819742489270387,-1.0,1.0
TCGA-76-6193,0.0,-0.9947201689545935,0.0,0.0,-0.9944237918215614,0.0,0.0,-0.9929078014184397,0.0
TCGA-76-6280,0.9982668977469671,-1.0,1.0,0.9992205767731879,-1.0,1.0,0.9991416309012876,-1.0,1.0
TCGA-76-6282,1.0,-0.9978880675818373,2.0,0.9968823070927514,-0.9972118959107806,2.0,0.9991416309012876,-0.9969604863221885,2.0
TCGA-76-6283,0.9982668977469671,-1.0,1.0,1.0,-1.0,1.0,0.9982832618025751,-1.0,1.0
TCGA-76-6285,0.9896013864818024,-1.0,1.0,0.9984411535463756,-1.0,1.0,0.9991416309012876,-1.0,1.0
TCGA-76-6286,1.0,-1.0,1.0,1.0,-1.0,1.0,0.9991416309012876,-1.0,1.0
TCGA-76-6656,0.7001733102253033,-0.8891235480464625,2.0,0.6952455183164459,-0.8828996282527881,2.0,0.6935622317596567,-0.894630192502533,2.0
TCGA-76-6657,0.9974003466204506,-0.9831045406546991,1.0,0.9992205767731879,-0.9814126394052045,1.0,0.9991416309012876,-1.0,1.0
TCGA-76-6660,0.9991334488734835,-1.0,1.0,1.0,-0.9972118959107806,1.0,0.9991416309012876,-1.0,1.0
TCGA-76-6661,0.9722703639514731,-1.0,2.0,0.9727201870615745,-1.0,2.0,0.9716738197424892,-1.0,2.0
TCGA-76-6662,0.9991334488734835,-0.9978880675818373,1.0,0.9992205767731879,-0.9981412639405205,1.0,0.9991416309012876,-1.0,1.0
TCGA-76-6663,0.9956672443674177,-1.0,1.0,1.0,-1.0,1.0,0.9991416309012876,-1.0,1.0
TCGA-76-6664,0.9948006932409013,-0.7497360084477297,2.0,0.9984411535463756,-0.724907063197026,2.0,0.9991416309012876,-0.7173252279635258,2.0
TCGA-81-5910,1.0,-1.0,2.0,1.0,-1.0,2.0,0.9991416309012876,-1.0,2.0
TCGA-81-5911,0.9991334488734835,-0.9915522703273495,2.0,0.9992205767731879,-0.9795539033457249,2.0,0.9991416309012876,-1.0,2.0
TCGA-87-5896,1.0,-0.9757127771911299,2.0,1.0,-0.9767657992565055,2.0,0.9991416309012876,-0.977710233029382,2.0
TCGA-CS-4938,0.5017331022530329,0.0,0.0,0.48791893998441155,0.0,0.0,0.4995708154506438,0.0,0.0
TCGA-CS-4941,0.9818024263431543,-0.9989440337909187,2.0,0.9820732657833203,-1.0,2.0,0.9836909871244636,-1.0,2.0
TCGA-CS-4942,1.0,0.0,1.0,1.0,-0.0027881040892193307,1.0,0.9991416309012876,0.0,1.0
TCGA-CS-4943,0.049393414211438474,-0.0010559662090813093,0.0,0.10366328916601715,-0.00929368029739777,1.0,0.0034334763948497852,0.0,0.0
TCGA-CS-4944,0.0008665511265164644,-0.022175290390707498,0.0,0.011691348402182385,-0.008364312267657992,2.0,0.0,0.0,0.0
TCGA-CS-5390,0.006932409012131715,-0.0010559662090813093,0.0,0.07170693686671863,-0.013940520446096654,0.0,0.0,0.0,0.0
TCGA-CS-5393,0.24436741767764297,-0.07391763463569166,2.0,0.2774746687451286,-0.10223048327137546,2.0,0.2463519313304721,-0.014184397163120567,2.0
TCGA-CS-5394,0.0017331022530329288,-0.007391763463569166,0.0,0.003897116134060795,-0.0037174721189591076,0.0,0.0,0.0,0.0
TCGA-CS-5395,1.0,-1.0,1.0,1.0,-1.0,1.0,0.9991416309012876,-1.0,1.0
TCGA-CS-5396,0.9939341421143848,0.0,1.0,0.9968823070927514,-0.007434944237918215,1.0,0.9991416309012876,0.0,1.0
TCGA-CS-5397,0.9246100519930676,-1.0,1.0,0.93141075604053,-1.0,2.0,0.9330472103004291,-1.0,1.0
TCGA-CS-6186,0.9948006932409013,-1.0,1.0,0.9984411535463756,-1.0,1.0,0.9982832618025751,-1.0,1.0
TCGA-CS-6188,0.8882149046793761,-0.8996832101372756,2.0,0.8846453624318005,-0.8986988847583643,2.0,0.8875536480686695,-0.9037487335359676,2.0
TCGA-CS-6290,0.0008665511265164644,-0.008447729672650475,0.0,0.0,-0.0009293680297397769,0.0,0.0,0.0,0.0
TCGA-CS-6665,0.9991334488734835,-0.6240760295670539,1.0,0.9992205767731879,-0.5994423791821561,1.0,1.0,-0.5876393110435664,1.0
TCGA-CS-6666,0.2755632582322357,0.0,0.0,0.2876071706936867,-0.13197026022304834,0.0,0.0008583690987124463,0.0,0.0
TCGA-CS-6667,0.008665511265164644,-0.006335797254487857,0.0,0.003117692907248636,-0.0027881040892193307,0.0,0.0,0.0,0.0
TCGA-CS-6668,0.0,-0.0010559662090813093,0.0,0.009353078721745909,-0.0009293680297397769,0.0,0.0,0.0,0.0
TCGA-CS-6670,0.6854419410745234,-0.0010559662090813093,1.0,0.33982852689010135,-0.0009293680297397769,0.0,0.9991416309012876,0.0,1.0
TCGA-DB-5270,0.9991334488734835,-0.007391763463569166,1.0,1.0,-0.047397769516728624,1.0,0.9991416309012876,0.0,1.0
TCGA-DB-5273,0.0017331022530329288,-0.0010559662090813093,0.0,0.019485580670303974,-0.008364312267657992,0.0,0.0,0.0,0.0
TCGA-DB-5274,0.008665511265164644,-0.14889123548046462,0.0,0.0,-0.137546468401487,0.0,0.0,0.0,0.0
TCGA-DB-5275,0.0025996533795493936,-0.006335797254487857,0.0,0.04053000779423227,0.0,0.0,0.0,0.0,0.0
TCGA-DB-5276,0.004332755632582322,0.0,0.0,0.003897116134060795,0.0,0.0,0.0,0.0,0.0
TCGA-DB-5277,0.8084922010398613,-0.6335797254487856,0.0,0.828526890101325,-0.6096654275092936,1.0,0.16137339055793992,-0.5947315096251267,0.0
TCGA-DB-5278,0.0025996533795493936,-0.0021119324181626186,0.0,0.002338269680436477,-0.0018587360594795538,0.0,0.0,0.0,0.0
TCGA-DB-5279,0.0,-1.0,0.0,0.0,-1.0,0.0,0.0,-1.0,0.0
TCGA-DB-5280,0.0,0.0,0.0,0.001558846453624318,0.0,0.0,0.0,0.0,0.0
TCGA-DB-5281,0.2720970537261698,-0.01795142555438226,0.0,0.2657833203429462,-0.0018587360594795538,0.0,0.27639484978540774,0.0,0.0
TCGA-DB-A4X9,1.0,-0.005279831045406547,1.0,1.0,-0.004646840148698885,1.0,0.9991416309012876,0.0,1.0
TCGA-DB-A4XA,0.009532062391681109,-0.027455121436114043,0.0,0.012470771628994544,-0.0724907063197026,0.0,0.0,-0.0010131712259371835,0.0
TCGA-DB-A4XB,0.49393414211438474,-0.005279831045406547,0.0,0.47466874512860485,-0.03531598513011153,0.0,0.5012875536480687,0.0,0.0
TCGA-DB-A4XC,0.006932409012131715,-0.005279831045406547,0.0,0.0,-0.011152416356877323,0.0,0.0,0.0,0.0
TCGA-DB-A4XD,0.46880415944540726,-0.006335797254487857,0.0,0.4208885424785659,-0.006505576208178439,0.0,0.4206008583690987,0.0,0.0
TCGA-DB-A4XE,0.9991334488734835,-0.03801478352692714,1.0,1.0,-0.010223048327137546,1.0,0.9991416309012876,0.0,1.0
TCGA-DB-A4XF,0.006932409012131715,-0.5311510031678986,0.0,0.003117692907248636,-0.5037174721189591,0.0,0.0,-0.47416413373860183,0.0
TCGA-DB-A4XG,0.008665511265164644,-0.027455121436114043,0.0,0.003897116134060795,-0.008364312267657992,0.0,0.0008583690987124463,0.0,0.0
TCGA-DB-A4XH,0.0,-0.025343189017951427,0.0,0.000779423226812159,-0.019516728624535316,0.0,0.0,0.0,0.0
TCGA-DB-A64L,0.0017331022530329288,-0.9989440337909187,0.0,0.004676539360872954,-1.0,0.0,0.0,-1.0,0.0
TCGA-DB-A64O,0.9965337954939342,-1.0,1.0,0.9976617303195635,-1.0,1.0,0.9991416309012876,-1.0,1.0
TCGA-DB-A64P,0.0017331022530329288,0.0,0.0,0.001558846453624318,0.0,0.0,0.0,0.0,0.0
TCGA-DB-A64Q,0.0008665511265164644,-0.007391763463569166,0.0,0.004676539360872954,-0.0018587360594795538,0.0,0.0,0.0,0.0
TCGA-DB-A64R,0.006932409012131715,0.0,0.0,0.001558846453624318,0.0,0.0,0.0,0.0,0.0
TCGA-DB-A64S,0.378682842287695,-0.0021119324181626186,0.0,0.2587685113016368,-0.040892193308550186,0.0,0.0,0.0,0.0
TCGA-DB-A64U,0.004332755632582322,0.0,0.0,0.004676539360872954,-0.0009293680297397769,0.0,0.0,0.0,0.0
TCGA-DB-A64V,0.008665511265164644,-0.005279831045406547,0.0,0.025720966484801246,-0.004646840148698885,0.0,0.0,0.0,0.0
TCGA-DB-A64W,0.0,-0.013727560718057022,0.0,0.001558846453624318,-0.013940520446096654,0.0,0.0,-0.010131712259371834,0.0
TCGA-DB-A64X,0.5346620450606586,-0.027455121436114043,0.0,0.47466874512860485,-0.01486988847583643,0.0,0.5467811158798284,-0.008105369807497468,0.0
TCGA-DB-A75K,0.0017331022530329288,-0.0031678986272439284,0.0,0.002338269680436477,-0.004646840148698885,0.0,0.0,0.0,0.0
TCGA-DB-A75L,0.005199306759098787,-0.7243928194297783,0.0,0.005455962587685113,-0.699814126394052,0.0,0.0,-0.6950354609929078,0.0
TCGA-DB-A75M,0.0017331022530329288,0.0,0.0,0.003897116134060795,0.0,0.0,0.0,0.0,0.0
TCGA-DB-A75O,0.3076256499133449,-0.006335797254487857,0.0,0.24629773967264224,-0.0037174721189591076,0.0,0.15965665236051502,-0.0010131712259371835,0.0
TCGA-DB-A75P,0.0,-0.0010559662090813093,0.0,0.002338269680436477,-0.0009293680297397769,0.0,0.0,0.0,0.0
TCGA-DH-5140,0.0025996533795493936,-0.986272439281943,0.0,0.002338269680436477,-0.9860594795539034,0.0,0.002575107296137339,-0.9858156028368794,0.0
TCGA-DH-5141,0.009532062391681109,0.0,0.0,0.009353078721745909,0.0,0.0,0.0,0.0,0.0
TCGA-DH-5142,0.016464471403812825,-0.011615628299894404,2.0,0.013250194855806703,-0.0018587360594795538,2.0,0.01201716738197425,0.0,2.0
TCGA-DH-5143,0.11438474870017332,0.0,0.0,0.1426344505066251,0.0,0.0,0.0,0.0,0.0
TCGA-DH-5144,0.2703639514731369,0.0,0.0,0.34294621979734996,-0.0009293680297397769,0.0,0.34334763948497854,0.0,0.0
TCGA-DH-A669,0.9948006932409013,-1.0,1.0,0.9937646141855028,-0.9990706319702602,1.0,1.0,-1.0,1.0
TCGA-DH-A66B,0.03119584055459272,-0.1900739176346357,0.0,0.04988308651597818,-0.17472118959107807,0.0,0.019742489270386267,-0.16312056737588654,0.0
TCGA-DH-A66D,0.3535528596187175,-0.19640971488912354,0.0,0.34840218238503506,-0.1775092936802974,0.0,0.3562231759656652,-0.16312056737588654,0.0
TCGA-DH-A66F,0.00779896013864818,0.0,0.0,0.003897116134060795,0.0,0.0,0.0,0.0,0.0
TCGA-DH-A66G,0.40467937608318894,-0.1119324181626188,0.0,0.6165237724084178,-0.16449814126394052,0.0,0.934763948497854,0.0,1.0
TCGA-DH-A7UR,0.0,-0.011615628299894404,0.0,0.002338269680436477,-0.004646840148698885,0.0,0.0,0.0,0.0
TCGA-DH-A7US,0.0008665511265164644,-0.008447729672650475,0.0,0.003117692907248636,-0.006505576208178439,0.0,0.0,0.0,0.0
TCGA-DH-A7UT,0.9991334488734835,-0.006335797254487857,1.0,0.9992205767731879,-0.004646840148698885,1.0,1.0,0.0,1.0
TCGA-DH-A7UU,0.0,-0.7687434002111933,0.0,0.004676539360872954,-0.7472118959107806,0.0,0.0,-0.7436676798378926,0.0
TCGA-DH-A7UV,0.7287694974003466,-0.02006335797254488,1.0,0.6235385814497272,-0.18308550185873607,0.0,0.9991416309012876,0.0,1.0
TCGA-DU-5847,0.0,-1.0,0.0,0.001558846453624318,-1.0,0.0,0.0,-1.0,0.0
TCGA-DU-5849,0.5407279029462738,0.0,0.0,0.5362431800467654,0.0,0.0,0.5467811158798284,0.0,0.0
TCGA-DU-5851,0.005199306759098787,-0.0010559662090813093,0.0,0.003897116134060795,-0.0018587360594795538,0.0,0.0,0.0,0.0
TCGA-DU-5852,0.01733102253032929,-1.0,2.0,0.020265003897116135,-1.0,2.0,0.017167381974248927,-1.0,2.0
TCGA-DU-5853,0.0008665511265164644,0.0,0.0,0.002338269680436477,-0.17286245353159851,0.0,0.0,-0.11651469098277609,0.0
TCGA-DU-5854,0.9991334488734835,-0.9989440337909187,2.0,0.9992205767731879,-0.9990706319702602,2.0,0.9991416309012876,-1.0,2.0
TCGA-DU-5855,0.5095320623916811,-0.02006335797254488,0.0,0.5113016367887763,-0.0037174721189591076,0.0,0.5227467811158798,0.0,0.0
TCGA-DU-5870,0.008665511265164644,0.0,0.0,0.00779423226812159,0.0,0.0,0.0,0.0,0.0
TCGA-DU-5871,0.0017331022530329288,-0.04963041182682154,0.0,0.001558846453624318,-0.040892193308550186,0.0,0.0,0.0,0.0
TCGA-DU-5872,0.45753899480069327,-0.20591341077085534,0.0,0.4232268121590023,-0.18866171003717472,0.0,0.3759656652360515,-0.18642350557244175,0.0
TCGA-DU-5874,0.0,0.0,0.0,0.001558846453624318,-0.012081784386617101,0.0,0.0,0.0,0.0
TCGA-DU-6392,0.9852686308492201,0.0,1.0,0.9859703819173812,0.0,1.0,0.984549356223176,0.0,1.0
TCGA-DU-6393,0.0017331022530329288,0.0,0.0,0.010911925175370226,0.0,0.0,0.0,0.0,0.0
TCGA-DU-6394,0.06499133448873484,-0.0010559662090813093,0.0,0.03117692907248636,-0.0018587360594795538,0.0,0.0,0.0,0.0
TCGA-DU-6395,0.9956672443674177,0.0,1.0,0.9976617303195635,0.0,1.0,0.9991416309012876,0.0,1.0
TCGA-DU-6396,0.0,-0.6779303062302007,0.0,0.002338269680436477,-0.6691449814126395,0.0,0.0,-0.7740628166160081,0.0
TCGA-DU-6397,0.0025996533795493936,0.0,0.0,0.017926734216679657,-0.008364312267657992,0.0,0.0,0.0,0.0
TCGA-DU-6399,0.5164644714038128,-0.6187961985216474,0.0,0.5463756819953235,-0.570631970260223,0.0,0.5218884120171674,-0.5825734549138805,0.0
TCGA-DU-6400,0.8492201039861352,-0.008447729672650475,1.0,0.3858144972720187,-0.00929368029739777,0.0,0.9991416309012876,0.0,1.0
TCGA-DU-6401,0.008665511265164644,-0.48996832101372756,0.0,0.003897116134060795,-0.4544609665427509,0.0,0.0,-0.44275582573454914,0.0
TCGA-DU-6402,0.9974003466204506,-0.9989440337909187,1.0,0.9961028838659393,-0.9981412639405205,1.0,0.9991416309012876,-1.0,1.0
TCGA-DU-6403,0.9610051993067591,-0.8585005279831045,2.0,0.9618082618862042,-0.8754646840148699,2.0,0.9630901287553648,-0.8429584599797366,2.0
TCGA-DU-6404,0.9896013864818024,-0.0337909186906019,1.0,0.9929851909586905,-0.020446096654275093,1.0,0.9991416309012876,0.0,1.0
TCGA-DU-6405,0.6845753899480069,-1.0,2.0,0.676539360872954,-1.0,2.0,0.6909871244635193,-1.0,2.0
TCGA-DU-6406,0.9965337954939342,-1.0,2.0,0.9984411535463756,-1.0,2.0,0.9982832618025751,-1.0,2.0
TCGA-DU-6407,1.0,-0.1900739176346357,1.0,1.0,-0.17472118959107807,1.0,1.0,-0.13880445795339413,1.0
TCGA-DU-6408,0.0017331022530329288,-0.20591341077085534,0.0,0.001558846453624318,-0.19052044609665428,0.0,0.0,-0.0851063829787234,0.0
TCGA-DU-6410,0.9948006932409013,-0.03484688489968321,1.0,0.9992205767731879,-0.02973977695167286,1.0,0.9991416309012876,0.0,1.0
TCGA-DU-6542,0.0017331022530329288,-0.0021119324181626186,0.0,0.010911925175370226,-0.02509293680297398,0.0,0.0017167381974248926,0.0,0.0
TCGA-DU-7006,0.9965337954939342,-1.0,1.0,0.9984411535463756,-1.0,2.0,0.9991416309012876,-1.0,1.0
TCGA-DU-7007,0.0017331022530329288,-0.2481520591341077,0.0,0.014029618082618862,-0.23234200743494424,0.0,0.0,-0.2198581560283688,0.0
TCGA-DU-7008,0.5944540727902946,-0.7296726504751848,0.0,0.5892439594699922,-0.6059479553903345,0.0,0.5965665236051502,-0.5876393110435664,0.0
